edad,estado_civil,tipo_de_vivienda,estrato,nivel_academico,profesion,tipo_contrato,antiguedad_trabajo,cargo,ingresos,gastos,activos,pasivos,origen_fondos,declara_renta,referencias_familiares,es_pep,responsabilidad_fiscal_exterior,tipo_credito,monto_solicitado,destino_credito,scoring_puntaje,favorable,cuotas_pagar
27,Soltero,Arrendada,2,Pregrado,2145,Contrato por obra o labor,1,Técnico,1500000,2100000,3000000,9000000,Salario,No,1,No,No,Crédito de consumo,4600000,Viajes y turismo,140,No,6
28,Divorciado,Familiar,3,Bachiller,2145,Contrato temporal,2,Asistencial,1900000,2400000,3800000,11000000,Salario,No,2,No,No,Crédito de consumo,5000000,Viajes y turismo,150,No,10
29,Viudo,Arrendada,2,Bachiller,2145,Contrato por obra o labor,1,Técnico,1600000,2300000,3200000,10800000,Salario,No,1,No,No,Crédito de consumo,3900000,Viajes y turismo,135,No,8
19,Soltero,Arrendada,2,Bachiller,2145,Contrato temporal,1,Técnico,1500000,2200000,2500000,11000000,Salario,No,1,No,No,Crédito de consumo,3500000,Viajes y turismo,160,No,9
20,Divorciado,Familiar,1,Educación básica,2145,Contrato de aprendizaje,0.6,Asistencial,1300000,1800000,3000000,10000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,150,No,8
21,Soltero,Arrendada,2,Pregrado,2145,Contrato por obra o labor,1,Técnico,1700000,2300000,3200000,10500000,Salario,No,1,No,No,Crédito de consumo,5000000,Viajes y turismo,140,No,10
22,Viudo,Familiar,2,Bachiller,2145,Contrato temporal,1,Asistencial,2000000,2500000,3800000,12000000,Salario,No,2,No,No,Crédito de consumo,4500000,Viajes y turismo,130,No,7
23,Soltero,Arrendada,3,Educación básica,2145,Contrato de aprendizaje,0.6,Técnico,1400000,2000000,2800000,10500000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,150,No,6
24,Divorciado,Familiar,2,Pregrado,2145,Contrato por obra o labor,1,Asistencial,1800000,2400000,3500000,11000000,Salario,No,2,No,No,Crédito de consumo,4600000,Viajes y turismo,140,No,9
25,Soltero,Arrendada,1,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2200000,2900000,9500000,Salario,No,1,No,No,Crédito de consumo,3700000,Viajes y turismo,160,No,8
26,Viudo,Familiar,2,Educación básica,2145,Contrato de aprendizaje,0.6,Asistencial,1300000,1800000,2600000,10000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,120,No,7
27,Soltero,Arrendada,2,Pregrado,2145,Contrato por obra o labor,1,Técnico,1500000,2100000,3000000,11000000,Salario,No,1,No,No,Crédito de consumo,4400000,Viajes y turismo,140,No,6
28,Divorciado,Familiar,3,Bachiller,2145,Contrato temporal,2,Asistencial,1900000,2500000,3700000,12000000,Salario,No,2,No,No,Crédito de consumo,5000000,Viajes y turismo,130,No,10
29,Viudo,Arrendada,2,Bachiller,2145,Contrato por obra o labor,1,Técnico,1600000,2300000,3200000,10000000,Salario,No,1,No,No,Crédito de consumo,3800000,Viajes y turismo,140,No,8
19,Soltero,Arrendada,2,Bachiller,2145,Contrato temporal,1,Técnico,1500000,2200000,3000000,10000000,Salario,No,1,No,No,Crédito de consumo,3500000,Viajes y turismo,160,No,9
20,Divorciado,Familiar,1,Educación básica,2145,Contrato por obra o labor,1,Asistencial,1300000,1800000,2800000,9500000,Salario,No,2,No,No,Crédito de consumo,4000000,Viajes y turismo,150,No,8
21,Soltero,Arrendada,3,Bachiller,2145,Contrato de aprendizaje,0.6,Técnico,1700000,2300000,3200000,10500000,Salario,No,1,No,No,Crédito de consumo,4200000,Viajes y turismo,140,No,7
22,Viudo,Familiar,2,Pregrado,2145,Contrato temporal,1,Asistencial,1800000,2500000,3500000,11500000,Salario,No,1,No,No,Crédito de consumo,4600000,Viajes y turismo,130,No,6
23,Soltero,Arrendada,1,Bachiller,2145,Contrato por obra o labor,1,Técnico,1600000,2100000,2900000,10000000,Salario,No,2,No,No,Crédito de consumo,3700000,Viajes y turismo,150,No,10
24,Divorciado,Familiar,2,Educación básica,2145,Contrato de aprendizaje,0.6,Asistencial,1400000,2000000,3100000,10500000,Salario,No,2,No,No,Crédito de consumo,4500000,Viajes y turismo,145,No,9
25,Soltero,Arrendada,3,Bachiller,2145,Contrato temporal,1,Técnico,1800000,2400000,3300000,10000000,Salario,No,1,No,No,Crédito de consumo,4200000,Viajes y turismo,140,No,8
26,Viudo,Familiar,2,Pregrado,2145,Contrato por obra o labor,1,Asistencial,1500000,2200000,3100000,10500000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,135,No,7
27,Soltero,Arrendada,2,Bachiller,2145,Contrato de aprendizaje,0.6,Técnico,1300000,1800000,2900000,10000000,Salario,No,2,No,No,Crédito de consumo,3700000,Viajes y turismo,150,No,10
28,Divorciado,Familiar,1,Educación básica,2145,Contrato temporal,1,Asistencial,1700000,2300000,3000000,9500000,Salario,No,1,No,No,Crédito de consumo,3900000,Viajes y turismo,140,No,9
29,Viudo,Arrendada,3,Pregrado,2145,Contrato por obra o labor,1,Técnico,1600000,2400000,3200000,10000000,Salario,No,1,No,No,Crédito de consumo,4200000,Viajes y turismo,145,No,8
19,Soltero,Arrendada,2,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2200000,2500000,10000000,Salario,No,2,No,No,Crédito de consumo,4000000,Viajes y turismo,150,No,8
20,Divorciado,Familiar,1,Educación básica,2145,Contrato por obra o labor,0.6,Asistencial,1700000,2400000,2700000,9500000,Salario,No,1,No,No,Crédito de consumo,4500000,Viajes y turismo,160,No,9
21,Viudo,Arrendada,3,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1800000,2500000,3000000,11000000,Salario,No,2,No,No,Crédito de consumo,4800000,Viajes y turismo,155,No,10
22,Soltero,Familiar,2,Pregrado,2145,Contrato temporal,0.6,Asistencial,1500000,2000000,2600000,10500000,Salario,No,1,No,No,Crédito de consumo,4200000,Viajes y turismo,145,No,7
23,Divorciado,Arrendada,1,Bachiller,2145,Contrato por obra o labor,1,Técnico,1700000,2300000,2800000,10500000,Salario,No,2,No,No,Crédito de consumo,4600000,Viajes y turismo,150,No,8
24,Soltero,Familiar,3,Educación básica,2145,Contrato de aprendizaje,0.6,Asistencial,1400000,2100000,2900000,10000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,140,No,6
25,Viudo,Arrendada,2,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2400000,3100000,9500000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,135,No,7
26,Divorciado,Familiar,3,Pregrado,2145,Contrato por obra o labor,0.6,Asistencial,1500000,2200000,2800000,11000000,Salario,No,1,No,No,Crédito de consumo,4400000,Viajes y turismo,150,No,8
27,Soltero,Arrendada,1,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1700000,2300000,3000000,11500000,Salario,No,1,No,No,Crédito de consumo,4600000,Viajes y turismo,155,No,9
28,Viudo,Familiar,2,Educación básica,2145,Contrato temporal,1,Asistencial,1500000,2100000,2700000,10000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,140,No,10
29,Soltero,Arrendada,3,Bachiller,2145,Contrato por obra o labor,0.6,Técnico,1800000,2500000,3200000,10500000,Salario,No,1,No,No,Crédito de consumo,5000000,Viajes y turismo,150,No,8
19,Soltero,Familiar,2,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2200000,2500000,10000000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,150,No,8
20,Divorciado,Arrendada,3,Educación básica,2145,Contrato por obra o labor,0.6,Asistencial,1700000,2300000,2700000,10500000,Salario,No,2,No,No,Crédito de consumo,4300000,Viajes y turismo,160,No,9
21,Viudo,Familiar,1,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1500000,2400000,2600000,11000000,Salario,No,1,No,No,Crédito de consumo,4500000,Viajes y turismo,140,No,10
22,Soltero,Arrendada,2,Bachiller,2145,Contrato temporal,0.6,Asistencial,1800000,2500000,3000000,11500000,Salario,No,2,No,No,Crédito de consumo,4600000,Viajes y turismo,150,No,7
23,Divorciado,Familiar,2,Pregrado,2145,Contrato por obra o labor,1,Técnico,1700000,2400000,2900000,10000000,Salario,No,1,No,No,Crédito de consumo,4800000,Viajes y turismo,155,No,8
24,Viudo,Arrendada,3,Bachiller,2145,Contrato de aprendizaje,0.6,Asistencial,1400000,2200000,2700000,11000000,Salario,No,1,No,No,Crédito de consumo,4300000,Viajes y turismo,145,No,9
25,Soltero,Familiar,1,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2100000,2800000,12000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,150,No,6
26,Divorciado,Arrendada,2,Educación básica,2145,Contrato por obra o labor,0.6,Asistencial,1500000,2400000,2500000,9500000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,140,No,8
27,Soltero,Familiar,3,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1700000,2200000,3000000,10500000,Salario,No,1,No,No,Crédito de consumo,4700000,Viajes y turismo,155,No,7
28,Viudo,Arrendada,1,Pregrado,2145,Contrato temporal,0.6,Asistencial,1500000,2500000,2900000,12000000,Salario,No,2,No,No,Crédito de consumo,4400000,Viajes y turismo,145,No,10
29,Divorciado,Familiar,2,Bachiller,2145,Contrato por obra o labor,1,Técnico,1600000,2300000,3200000,10500000,Salario,No,1,No,No,Crédito de consumo,4600000,Viajes y turismo,150,No,8
19,Soltero,Familiar,2,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2200000,2500000,10000000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,150,No,8
20,Divorciado,Arrendada,3,Educación básica,2145,Contrato por obra o labor,0.6,Asistencial,1700000,2300000,2700000,10500000,Salario,No,2,No,No,Crédito de consumo,4300000,Viajes y turismo,160,No,9
21,Viudo,Familiar,1,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1500000,2400000,2600000,11000000,Salario,No,1,No,No,Crédito de consumo,4500000,Viajes y turismo,140,No,10
22,Soltero,Arrendada,2,Bachiller,2145,Contrato temporal,0.6,Asistencial,1800000,2500000,3000000,11500000,Salario,No,2,No,No,Crédito de consumo,4600000,Viajes y turismo,150,No,7
23,Divorciado,Familiar,2,Pregrado,2145,Contrato por obra o labor,1,Técnico,1700000,2400000,2900000,10000000,Salario,No,1,No,No,Crédito de consumo,4800000,Viajes y turismo,155,No,8
24,Viudo,Arrendada,3,Bachiller,2145,Contrato de aprendizaje,0.6,Asistencial,1400000,2200000,2700000,11000000,Salario,No,1,No,No,Crédito de consumo,4300000,Viajes y turismo,145,No,9
25,Soltero,Familiar,1,Bachiller,2145,Contrato temporal,1,Técnico,1600000,2100000,2800000,12000000,Salario,No,2,No,No,Crédito de consumo,4200000,Viajes y turismo,150,No,6
26,Divorciado,Arrendada,2,Educación básica,2145,Contrato por obra o labor,0.6,Asistencial,1500000,2400000,2500000,9500000,Salario,No,1,No,No,Crédito de consumo,4000000,Viajes y turismo,140,No,8
27,Soltero,Familiar,3,Bachiller,2145,Contrato de aprendizaje,1,Técnico,1700000,2200000,3000000,10500000,Salario,No,1,No,No,Crédito de consumo,4700000,Viajes y turismo,155,No,7
28,Viudo,Arrendada,1,Pregrado,2145,Contrato temporal,0.6,Asistencial,1500000,2500000,2900000,12000000,Salario,No,2,No,No,Crédito de consumo,4400000,Viajes y turismo,145,No,10
29,Divorciado,Familiar,2,Bachiller,2145,Contrato por obra o labor,1,Técnico,1600000,2300000,3200000,10500000,Salario,No,1,No,No,Crédito de consumo,4600000,Viajes y turismo,150,No,8
31,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4000000,2500000,18000000,15000000,Salario,No,1,No,No,Crédito de consumo,10000000,Viajes y turismo,240,Sí,18
33,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4500000,2800000,20000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,230,Sí,24
35,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4800000,3000000,22000000,16000000,Salario,No,1,No,No,Crédito de consumo,9000000,Viajes y turismo,220,Sí,20
36,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,3,Asesor,3500000,2300000,16000000,14000000,Salario,No,1,No,No,Crédito de consumo,10500000,Viajes y turismo,210,Sí,19
34,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4300000,2600000,21000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,235,Sí,22
38,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,5000000,3500000,24000000,19000000,Salario,No,1,No,No,Crédito de consumo,11500000,Viajes y turismo,250,Sí,24
40,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4700000,3100000,22000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,240,Sí,20
32,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,2600000,19000000,17000000,Salario,No,1,No,No,Crédito de consumo,10000000,Viajes y turismo,225,Sí,22
37,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,4900000,3300000,23000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,240,Sí,18
39,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4600000,3000000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,225,Sí,23
33,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4200000,2500000,20000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,225,Sí,20
35,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4800000,3000000,22000000,17000000,Salario,No,2,No,No,Crédito de consumo,11000000,Viajes y turismo,240,Sí,24
36,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4000000,2700000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,230,Sí,22
32,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4500000,2900000,23000000,18000000,Salario,No,2,No,No,Crédito de consumo,10000000,Viajes y turismo,235,Sí,18
34,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4700000,3000000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,250,Sí,24
39,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4600000,3200000,21000000,16000000,Salario,No,1,No,No,Crédito de consumo,10500000,Viajes y turismo,240,Sí,23
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,5000000,3300000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,265,Sí,18
37,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4300000,2800000,22000000,17000000,Salario,No,1,No,No,Crédito de consumo,11000000,Viajes y turismo,245,Sí,22
40,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4900000,3400000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,255,Sí,19
31,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,3,Profesional,4200000,2600000,20000000,15000000,Salario,No,2,No,No,Crédito de consumo,10000000,Viajes y turismo,230,Sí,24
34,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4200000,3000000,22000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,240,Sí,20
38,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4800000,3200000,24000000,17000000,Salario,No,2,No,No,Crédito de consumo,11000000,Viajes y turismo,255,Sí,22
35,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4500000,3100000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,250,Sí,21
33,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,4600000,3000000,24000000,19000000,Salario,No,1,No,No,Crédito de consumo,10500000,Viajes y turismo,245,Sí,19
32,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4700000,3300000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,265,Sí,24
40,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4300000,2700000,21000000,16000000,Salario,No,2,No,No,Crédito de consumo,10000000,Viajes y turismo,240,Sí,22
36,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4900000,3500000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,260,Sí,23
39,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,5000000,3300000,25000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
37,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4400000,2800000,22000000,17000000,Salario,No,2,No,No,Crédito de consumo,10500000,Viajes y turismo,255,Sí,21
34,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4600000,3100000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,245,Sí,20
35,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4000000,3000000,22000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,245,Sí,20
37,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4500000,3200000,23000000,18000000,Salario,No,1,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,22
34,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,3100000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,9000000,Viajes y turismo,250,Sí,21
36,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4700000,3300000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,23
38,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4800000,3400000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,270,Sí,24
39,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,5000000,3500000,22000000,20000000,Salario,No,1,No,No,Crédito de consumo,12000000,Viajes y turismo,260,Sí,22
32,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4600000,3100000,25000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,245,Sí,21
40,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4900000,3300000,23000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,255,Sí,23
33,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,3,Asesor,4200000,3000000,22000000,16000000,Salario,No,1,No,No,Crédito de consumo,10000000,Viajes y turismo,240,Sí,22
31,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4400000,3100000,21000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,250,Sí,24
31,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,3500000,2500000,20000000,15000000,Salario,Sí,2,No,No,Crédito de consumo,9000000,Viajes y turismo,245,Sí,20
33,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4200000,3000000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,22
37,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4500000,3200000,23000000,19000000,Salario,No,2,No,No,Crédito de consumo,11000000,Viajes y turismo,260,Sí,21
35,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4800000,3400000,24000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,23
36,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,5000000,3500000,25000000,21000000,Salario,No,1,No,No,Crédito de consumo,11500000,Viajes y turismo,265,Sí,24
34,Unión Libre,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,3,Asesor,3700000,2900000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,250,Sí,20
